0.000069, 0.006912, 20
0.000365, 0.014802, 20
0.001158, 0.039637, 20
0.002567, 0.070472, 20
0.004770, 0.110130, 20
0.007942, 0.158623, 20
0.012262, 0.215972, 20
0.017906, 0.282205, 20
0.025053, 0.357360, 20
0.033883, 0.441485, 20
0.044576, 0.534640, 20
0.057314, 0.636901, 20
0.072281, 0.748358, 20
0.089663, 0.869118, 20
0.109649, 0.999310, 20
0.132431, 1.139082, 20
0.158203, 1.288606, 20
0.187165, 1.448079, 20
0.219519, 1.617728, 20
0.255475, 1.797808, 20
0.295248, 1.988609, 20
0.339057, 2.190451, 20
0.387130, 2.403692, 20
0.439705, 2.628725, 20
0.497024, 2.865974, 20
0.559250, 3.111273, 20
0.626457, 3.360344, 20
0.698725, 3.613432, 20
0.776140, 3.870733, 20
0.858788, 4.132377, 20
0.946756, 4.398394, 20
1.040129, 4.668681, 20
1.138988, 4.942960, 20
1.243403, 5.220730, 20
1.353427, 5.501211, 20
1.469093, 5.783297, 20
1.590403, 6.065507, 20
1.717322, 6.345953, 20
1.849769, 6.622343, 20
1.987609, 6.892017, 20
2.130650, 7.152038, 20
2.278637, 7.399343, 20
2.431256, 7.630944, 20
2.588139, 7.844170, 20
2.748878, 8.036909, 20
2.912936, 8.202944, 20
3.079682, 8.337272, 20
3.248502, 8.441002, 20
3.418826, 8.516228, 20
3.590142, 8.565788, 20
3.762002, 8.592966, 20
3.934025, 8.601185, 20
4.105900, 8.593747, 20
4.277373, 8.573637, 20
4.448241, 8.543399, 20
4.618343, 8.505083, 20
4.787547, 8.460244, 20
4.955747, 8.409976, 20
5.122846, 8.354969, 20
5.288758, 8.295571, 20
5.453395, 8.231848, 20
5.616668, 8.163647, 20
5.778480, 8.090636, 20
5.938727, 8.012349, 20
6.097292, 7.928219, 20
6.254044, 7.837597, 20
6.408839, 7.739777, 20
6.561519, 7.634010, 20
6.711893, 7.518669, 20
6.859688, 7.389763, 20
7.004640, 7.247618, 20
7.146538, 7.094873, 20
7.285155, 6.930866, 20
7.420256, 6.755045, 20
7.551597, 6.567020, 20
7.678929, 6.366640, 20
7.802011, 6.154081, 20
7.920610, 5.929956, 20
8.034519, 5.695438, 20
8.143567, 5.452387, 20
8.247636, 5.203454, 20
8.346678, 4.952141, 20
8.440734, 4.702771, 20
8.529940, 4.460329, 20
8.614543, 4.230149, 20
8.694892, 4.017442, 20
8.771427, 3.826725, 20
8.844651, 3.661236, 20
8.915101, 3.522475, 20
8.983300, 3.409972, 20
9.049728, 3.321356, 20
9.114782, 3.252702, 20
9.178763, 3.199064, 20
9.241874, 3.155563, 20
9.304254, 3.118978, 20
9.365980, 3.086305, 20
9.427058, 3.053912, 20
9.487438, 3.018991, 20
9.547028, 2.979510, 20
9.605710, 2.934104, 20
9.663349, 2.881951, 20
9.719802, 2.822650, 20
9.774924, 2.756118, 20
9.828574, 2.682488, 20
9.880615, 2.602048, 20
9.930919, 2.515176, 20
9.993607, 3.134412, 20
10.056662, 3.152757, 20
10.116261, 2.979954, 20
10.172404, 2.807151, 20
10.225091, 2.634349, 20
10.274322, 2.461546, 20
10.320097, 2.288743, 20
10.362433, 2.116822, 20
10.401418, 1.949239, 20
10.437190, 1.788568, 20
10.469886, 1.634810, 20
10.499645, 1.487963, 20
10.526606, 1.348029, 20
10.550906, 1.215006, 20
10.572684, 1.088896, 20
10.592078, 0.969698, 20
10.609226, 0.857412, 20
10.624267, 0.752038, 20
10.637338, 0.653576, 20
10.648579, 0.562026, 20
10.658126, 0.477389, 20
10.666120, 0.399663, 20
10.672697, 0.328850, 20
10.677996, 0.264949, 20
10.682155, 0.207959, 20
10.685312, 0.157882, 20
10.687607, 0.114717, 20
10.689176, 0.078464, 20
10.690159, 0.049124, 20
10.690693, 0.026695, 20
10.690916, 0.011179, 20
10.690968, 0.002574, 20
10.690968, 0.000000, 20
