0.000068, 0.006763, 20
0.000338, 0.013527, 20
0.000947, 0.030435, 20
0.002029, 0.054106, 20
0.003720, 0.084541, 20
0.006155, 0.121740, 20
0.009469, 0.165701, 20
0.013797, 0.216426, 20
0.019275, 0.273914, 20
0.026039, 0.338165, 20
0.034222, 0.409180, 20
0.043961, 0.486958, 20
0.055324, 0.568118, 20
0.068309, 0.649277, 20
0.082918, 0.730437, 20
0.099150, 0.811597, 20
0.117005, 0.892756, 20
0.136484, 0.973916, 20
0.157585, 1.055076, 20
0.180310, 1.136235, 20
0.204658, 1.217395, 20
0.230629, 1.298555, 20
0.258223, 1.379715, 20
0.287441, 1.460874, 20
0.318281, 1.542034, 20
0.350745, 1.623194, 20
0.384832, 1.704353, 20
0.420542, 1.785513, 20
0.457876, 1.866673, 20
0.496832, 1.947832, 20
0.537412, 2.028992, 20
0.579615, 2.110152, 20
0.623442, 2.191311, 20
0.668891, 2.272471, 20
0.715964, 2.353631, 20
0.764659, 2.434790, 20
0.814978, 2.515950, 20
0.866921, 2.597110, 20
0.920486, 2.678269, 20
0.975675, 2.759429, 20
1.032486, 2.840589, 20
1.090921, 2.921748, 20
1.150979, 3.002908, 20
1.212661, 3.084068, 20
1.275965, 3.165227, 20
1.340826, 3.243005, 20
1.407106, 3.314020, 20
1.474671, 3.378272, 20
1.543387, 3.435760, 20
1.613116, 3.486484, 20
1.683725, 3.530446, 20
1.755078, 3.567644, 20
1.827040, 3.598079, 20
1.899475, 3.621751, 20
1.972248, 3.638659, 20
2.045214, 3.648322, 20
2.118161, 3.647358, 20
2.190886, 3.636250, 20
2.263254, 3.618378, 20
2.335129, 3.593743, 20
2.406376, 3.562344, 20
2.476859, 3.524183, 20
2.546445, 3.479257, 20
2.614996, 3.427569, 20
2.682378, 3.369117, 20
2.748456, 3.303902, 20
2.813095, 3.231924, 20
2.876168, 3.153664, 20
2.937618, 3.072504, 20
2.997445, 2.991345, 20
3.055649, 2.910185, 20
3.112229, 2.829025, 20
3.167187, 2.747866, 20
3.220521, 2.666706, 20
3.272232, 2.585546, 20
3.322319, 2.504387, 20
3.370784, 2.423227, 20
3.417625, 2.342067, 20
3.462843, 2.260908, 20
3.506438, 2.179748, 20
3.548410, 2.098588, 20
3.588759, 2.017429, 20
3.627484, 1.936269, 20
3.664586, 1.855109, 20
3.700065, 1.773950, 20
3.733921, 1.692790, 20
3.766154, 1.611630, 20
3.796763, 1.530471, 20
3.825749, 1.449311, 20
3.853112, 1.368151, 20
3.878852, 1.286992, 20
3.902969, 1.205832, 20
3.925462, 1.124672, 20
3.946332, 1.043513, 20
3.965580, 0.962353, 20
3.983203, 0.881193, 20
3.999204, 0.800033, 20
4.013582, 0.718874, 20
4.026336, 0.637714, 20
4.037467, 0.556554, 20
4.046984, 0.475877, 20
4.054966, 0.399062, 20
4.061546, 0.329011, 20
4.066860, 0.265723, 20
4.071044, 0.209199, 20
4.074233, 0.159438, 20
4.076562, 0.116440, 20
4.078166, 0.080205, 20
4.079181, 0.050734, 20
4.079741, 0.028026, 20
4.079983, 0.012081, 20
4.080041, 0.002900, 20
4.080041, 0.000000, 20
